Gender,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Property_Area,Loan_Status,Application_Note
Male,Graduate,No,11201,0.0,264.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Female,Graduate,No,2489,0.0,162.0,1.0,Semiurban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,150,0.0,225.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,2993,0.0,160.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,Yes,2534,0.0,600.0,0.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Female,Graduate,Yes,3382,1301.33423507,44.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,150,0.0,207.0,0.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,880,696.64736469,187.0,1.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,No,150,1686.3641948,148.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,Yes,3735,0.0,157.0,1.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Female,Graduate,Yes,2346,2269.00237866,191.0,1.0,Semiurban,N,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,150,0.0,239.0,1.0,Rural,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,150,754.91337956,293.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,150,390.92228599,356.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Female,Graduate,No,1613,1248.79325338,182.0,1.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,Yes,3678,0.0,226.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,2507,0.0,271.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,0.0,152.0,0.0,Rural,N,Buying a new car for daily commute. Business is booming right now.
Female,Not Graduate,No,6129,1567.78958871,192.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,Yes,933,1706.65521805,230.0,1.0,Urban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,985,0.0,276.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,747,0.0,275.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,11050,0.0,206.0,0.0,Rural,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,150,374.6273216,299.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,4285,0.0,434.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Female,Graduate,No,2335,2440.77156811,182.0,1.0,Rural,N,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,2626,0.0,123.0,0.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,2428,0.0,235.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,802,208.43311287,164.0,0.0,Semiurban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Female,Graduate,No,910,0.0,280.0,1.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Not Graduate,No,150,768.88382397,196.0,0.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,150,156.18228066,268.0,1.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,5775,0.0,63.0,1.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,897,0.0,259.0,0.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,493,0.0,208.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,2260,0.0,167.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Female,Graduate,No,6292,5142.54126931,9.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,150,3296.48955449,386.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,639,0.0,242.0,1.0,Semiurban,N,Planning to expand my small business operations. Facing some financial stress currently.
Female,Graduate,No,150,0.0,332.0,1.0,Rural,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,150,0.0,242.0,1.0,Rural,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,24.28530588,154.0,1.0,Semiurban,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,735,0.0,138.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,No,3688,0.0,238.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,3139,0.0,154.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Female,Not Graduate,No,150,31.18764261,121.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,199.0,0.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,14740,0.0,213.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,303,0.0,236.0,0.0,Semiurban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,2864,24.10831745,35.0,0.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Not Graduate,Yes,1052,0.0,234.0,0.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,2576,236.22279381,119.0,1.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,2286,0.0,195.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,1474,2009.49337551,385.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,150,0.0,203.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,415,0.0,244.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,3853,0.0,243.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,3401,0.0,213.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,Yes,150,3.90915795,218.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,Yes,8399,149.79244246,234.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Female,Graduate,No,7660,0.0,239.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,6669,0.0,174.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,4573,0.0,176.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,2664,0.0,164.0,1.0,Semiurban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,6451,0.0,189.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,2887,0.0,134.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,Yes,5586,0.0,132.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Female,Not Graduate,No,837,0.0,125.0,1.0,Semiurban,N,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,No,150,288.06751952,143.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Female,Graduate,No,4061,8292.36870477,122.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,Yes,1406,1924.71366633,138.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,3955,0.0,188.0,1.0,Semiurban,N,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,412,0.0,221.0,1.0,Urban,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,5250,0.0,141.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,4062,2765.36370706,9.0,1.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,3094,0.0,173.0,1.0,Urban,N,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,Yes,771,0.0,363.0,1.0,Rural,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,No,3232,0.0,407.0,1.0,Urban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Female,Graduate,Yes,1228,0.0,229.0,1.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,387,0.0,151.0,1.0,Rural,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,No,4987,0.0,202.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,4618,0.0,358.0,1.0,Rural,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,4745,0.0,214.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,150,0.0,270.0,0.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,1471,7.17609138,105.0,0.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,4338,0.0,227.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Female,Graduate,No,3012,664.11443073,221.0,1.0,Urban,N,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,Yes,4239,0.0,225.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,Yes,2492,0.0,197.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,9.0,1.0,Rural,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,568,0.0,150.0,1.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Graduate,No,584,2880.95561588,101.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,Yes,643,428.76146653,236.0,1.0,Urban,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,5272,0.0,252.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,567,0.0,134.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Female,Graduate,No,150,8436.23705295,243.0,0.0,Rural,N,Buying a new car for daily commute. Facing some financial stress currently.
Female,Graduate,No,696,0.0,148.0,0.0,Rural,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,3377,0.0,215.0,1.0,Urban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,Yes,5224,403.14014179,214.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,Yes,3761,167.15899084,179.0,1.0,Semiurban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,652,714.78879344,168.0,0.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,2896.30189136,244.0,1.0,Semiurban,N,Consolidating high-interest debts. Facing some financial stress currently.
Female,Graduate,Yes,4375,0.0,400.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,2110,298.42607111,163.0,1.0,Urban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Female,Graduate,No,2338,0.0,249.0,0.0,Semiurban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,2577,0.0,126.0,1.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,Yes,2680,278.54316538,81.0,1.0,Urban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,Yes,299,0.0,296.0,0.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Male,Not Graduate,No,2977,0.0,118.0,0.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,156,0.0,238.0,1.0,Urban,N,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,7527,0.0,225.0,1.0,Semiurban,N,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,2156,0.0,132.0,1.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,4756.91012409,183.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,703,0.0,95.0,0.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,8572,714.14067748,159.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,621,1050.25455002,354.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,2964,0.0,469.0,1.0,Rural,N,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,Yes,150,0.0,84.0,1.0,Urban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,No,1262,0.0,248.0,1.0,Semiurban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,No,150,0.0,205.0,1.0,Urban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,150,1609.51429134,243.0,1.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Not Graduate,No,150,768.38545486,66.0,1.0,Urban,N,Urgent medical expenses covered by loan. Business is booming right now.
Male,Not Graduate,No,4509,0.0,244.0,0.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,9579,0.0,600.0,1.0,Urban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,Yes,1267,0.0,189.0,1.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,Yes,1022,0.0,56.0,1.0,Rural,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,502,1640.30700677,192.0,1.0,Urban,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,569,0.0,222.0,1.0,Semiurban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Not Graduate,No,10396,133.31410697,108.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Female,Not Graduate,No,1111,0.0,243.0,0.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,150,1729.3637979,231.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,4792,0.0,174.0,0.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,597,0.0,215.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,690,2962.81278537,181.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,164,85.19211588,82.0,1.0,Semiurban,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,450,232.18762026,283.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,Yes,150,0.0,250.0,1.0,Urban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,150,0.0,164.0,1.0,Urban,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,4175,0.0,115.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,313,1961.60192689,259.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,1019,848.61321907,186.0,0.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,3772,120.0473503,160.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,196.0,1.0,Rural,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,596,0.0,412.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Graduate,Yes,150,0.0,135.0,0.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Female,Not Graduate,No,3309,0.0,191.0,1.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Not Graduate,No,1290,0.0,118.0,1.0,Semiurban,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Graduate,No,1931,1271.38333321,325.0,1.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Not Graduate,No,3387,0.0,177.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,6323,0.0,214.0,0.0,Semiurban,Y,Consolidating high-interest debts. Business is booming right now.
Male,Graduate,No,5531,0.0,176.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Not Graduate,No,150,0.0,223.0,1.0,Semiurban,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,167.0,1.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Female,Graduate,No,150,3202.02358351,225.0,1.0,Semiurban,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,942,0.0,174.0,1.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,450,0.0,200.0,0.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,No,150,0.0,203.0,1.0,Rural,Y,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,Yes,5716,3590.50210932,225.0,1.0,Semiurban,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Not Graduate,Yes,8888,0.0,231.0,0.0,Semiurban,N,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,6561,3480.9041896,406.0,0.0,Semiurban,N,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,2981,0.0,131.0,1.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,1108,0.0,153.0,1.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,3148,0.0,145.0,1.0,Rural,Y,Consolidating high-interest debts. I might struggle slightly initially.
Male,Graduate,No,2196,0.0,414.0,0.0,Urban,Y,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,150,0.0,119.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,2362,0.0,213.0,1.0,Urban,N,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,No,658,0.0,227.0,1.0,Rural,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Female,Not Graduate,No,1245,1825.9100094,169.0,0.0,Semiurban,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,7129,6003.21893033,133.0,0.0,Urban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,Yes,4717,0.0,217.0,1.0,Urban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,Yes,3031,0.0,269.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,8087,289.91847219,164.0,0.0,Rural,N,Consolidating high-interest debts. I might struggle slightly initially.
Male,Not Graduate,No,6572,244.71312637,259.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,154,1295.96206223,206.0,0.0,Urban,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,845,2874.50178984,267.0,0.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,No,678,0.0,112.0,1.0,Semiurban,N,Planning to expand my small business operations. Facing some financial stress currently.
Female,Graduate,No,2575,0.0,253.0,0.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,1165,1928.89475025,421.0,0.0,Rural,N,Consolidating high-interest debts. Business is booming right now.
Female,Graduate,No,150,0.0,217.0,1.0,Urban,Y,Investment in a new startup opportunity. I am very confident in repayment.
Male,Not Graduate,No,4220,0.0,184.0,1.0,Urban,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,150,86.28337141,169.0,1.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,Yes,282,99.58469086,185.0,1.0,Rural,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,Yes,150,0.0,258.0,1.0,Urban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,Yes,1484,1247.86066363,132.0,1.0,Urban,N,Buying a new car for daily commute. Business is booming right now.
Male,Graduate,No,413,0.0,221.0,1.0,Semiurban,N,Buying a new car for daily commute. Facing some financial stress currently.
Female,Graduate,No,894,0.0,181.0,0.0,Urban,N,I need to renovate my house immediately. I am very confident in repayment.
Female,Graduate,No,989,0.0,41.0,1.0,Urban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,150,0.0,158.0,1.0,Semiurban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,3379,6468.54233228,229.0,1.0,Urban,Y,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,3251,0.0,158.0,1.0,Rural,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,150,0.0,221.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,369,0.0,324.0,1.0,Urban,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.
Female,Not Graduate,No,3392,0.0,262.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,1630,0.0,56.0,1.0,Semiurban,N,Buying a new car for daily commute. Business is booming right now.
Male,Not Graduate,Yes,2202,0.0,128.0,1.0,Rural,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,3213,0.0,194.0,1.0,Rural,N,Consolidating high-interest debts. I am very confident in repayment.
Male,Graduate,No,1419,0.0,455.0,1.0,Urban,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,1230,0.0,79.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,150,106.58093559,143.0,1.0,Rural,Y,Investment in a new startup opportunity. Business is booming right now.
Female,Graduate,No,9771,0.0,356.0,1.0,Urban,N,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Not Graduate,Yes,1014,0.0,228.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Graduate,No,8005,0.0,271.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,No,821,0.0,208.0,1.0,Semiurban,Y,Buying a new car for daily commute. I am very confident in repayment.
Male,Graduate,No,6760,0.0,269.0,1.0,Rural,Y,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,8289,8077.88833338,47.0,1.0,Urban,Y,I need to renovate my house immediately. I might struggle slightly initially.
Male,Not Graduate,No,1677,0.0,101.0,1.0,Urban,N,Investment in a new startup opportunity. I am very confident in repayment.
Male,Graduate,Yes,9768,0.0,360.0,1.0,Rural,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,1270,0.0,14.0,1.0,Rural,Y,Buying a new car for daily commute. Business is booming right now.
Male,Not Graduate,No,3269,0.0,465.0,1.0,Urban,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,603,0.0,363.0,1.0,Rural,N,Urgent medical expenses covered by loan. Facing some financial stress currently.
Male,Not Graduate,Yes,2958,0.0,151.0,1.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,No,8235,0.0,194.0,1.0,Urban,Y,Buying a new car for daily commute. I am very confident in repayment.
Female,Graduate,No,3177,133.33290277,224.0,1.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Male,Not Graduate,No,3971,406.20071522,84.0,0.0,Rural,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Graduate,No,150,0.0,126.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,3172,0.0,59.0,1.0,Rural,Y,Consolidating high-interest debts. Facing some financial stress currently.
Female,Graduate,No,1427,0.0,250.0,1.0,Rural,Y,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Not Graduate,No,150,0.0,126.0,1.0,Semiurban,N,Investment in a new startup opportunity. I might struggle slightly initially.
Male,Graduate,No,150,0.0,211.0,1.0,Semiurban,N,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Not Graduate,No,150,0.0,155.0,0.0,Semiurban,Y,Buying a new car for daily commute. Business is booming right now.
Female,Graduate,Yes,4559,180.38965811,160.0,1.0,Semiurban,N,Planning to expand my small business operations. I might struggle slightly initially.
Male,Graduate,No,150,37.98893482,225.0,1.0,Rural,Y,Investment in a new startup opportunity. Facing some financial stress currently.
Male,Graduate,No,9989,0.0,100.0,0.0,Rural,N,Investment in a new startup opportunity. Business is booming right now.
Male,Graduate,No,3231,0.0,111.0,1.0,Rural,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,No,1084,0.0,201.0,1.0,Semiurban,Y,I need to renovate my house immediately. I am very confident in repayment.
Male,Graduate,No,4310,0.0,68.0,1.0,Urban,Y,Planning to expand my small business operations. I am very confident in repayment.
Female,Graduate,No,6043,0.0,199.0,1.0,Urban,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,3759,0.0,333.0,1.0,Rural,Y,Planning to expand my small business operations. Facing some financial stress currently.
Male,Graduate,Yes,313,0.0,226.0,1.0,Rural,N,Consolidating high-interest debts. Business is booming right now.
Female,Not Graduate,No,2213,795.86906386,224.0,0.0,Semiurban,N,Planning to expand my small business operations. I am very confident in repayment.
Male,Not Graduate,No,356,0.0,217.0,1.0,Semiurban,N,Urgent medical expenses covered by loan. I might struggle slightly initially.
Male,Not Graduate,No,979,610.7523617,49.0,1.0,Rural,Y,Urgent medical expenses covered by loan. Business is booming right now.
Male,Graduate,Yes,1125,0.0,207.0,1.0,Urban,N,Buying a new car for daily commute. I might struggle slightly initially.
Male,Graduate,No,16274,0.0,9.0,1.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,Yes,150,0.0,213.0,1.0,Rural,Y,Consolidating high-interest debts. Facing some financial stress currently.
Male,Graduate,No,10393,0.0,216.0,0.0,Rural,Y,Urgent medical expenses covered by loan. I am very confident in repayment.
Male,Graduate,No,1110,0.0,148.0,0.0,Semiurban,Y,Planning to expand my small business operations. Business is booming right now.
Male,Graduate,Yes,2841,0.0,445.0,1.0,Rural,Y,Planning to expand my small business operations. I am very confident in repayment.
Male,Graduate,Yes,1250,0.0,240.0,0.0,Urban,Y,I need to renovate my house immediately. Business is booming right now.
Male,Not Graduate,Yes,3725,37.79611865,137.0,0.0,Semiurban,Y,Buying a new car for daily commute. Facing some financial stress currently.
Male,Not Graduate,No,3629,0.0,131.0,0.0,Rural,Y,I need to renovate my house immediately. Facing some financial stress currently.
Male,Graduate,Yes,150,0.0,99.0,1.0,Rural,N,I need to renovate my house immediately. I might struggle slightly initially.
Male,Graduate,No,4586,0.0,184.0,1.0,Semiurban,Y,Investment in a new startup opportunity. I might struggle slightly initially.
