Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Credit_History,Loan_Status,Application_Note,TotalIncome,LoanIncomeRatio,HasCreditHistory,Note_Length,Risk_Keyword_Flag,Gender_Male,Education_Not Graduate,Employment_Type_Self_Employed,Property_Area_Semiurban,Property_Area_Urban,IncomeLevel_Medium,IncomeLevel_High,IncomeLevel_Very High
Yes,3678,0.0,226.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,3678.0,0.06142973634139712,1,79,0,False,False,True,False,True,True,False,False
No,2507,0.0,271.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,2507.0,0.10805422647527911,1,65,1,False,False,False,True,False,True,False,False
No,150,0.0,152.0,0.0,N,Buying a new car for daily commute. Business is booming right now.,150.0,1.0066225165562914,0,66,0,True,False,False,False,False,False,False,False
No,6129,1567.78958871,192.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,7696.78958871,0.024942225009838892,1,82,0,False,True,False,False,False,False,True,False
Yes,933,1706.65521805,230.0,1.0,N,Investment in a new startup opportunity. I am very confident in repayment.,2639.6552180500003,0.08709959498985415,1,74,0,True,False,True,False,True,True,False,False
No,985,0.0,276.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,985.0,0.2799188640973631,1,74,0,True,False,False,False,True,False,False,False
No,747,0.0,275.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,747.0,0.36764705882352944,1,74,0,True,False,False,False,False,False,False,False
No,11050,0.0,206.0,0.0,N,Planning to expand my small business operations. I am very confident in repayment.,11050.0,0.01864084698217356,0,82,0,True,False,False,False,False,False,False,True
No,150,374.6273216,299.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,524.6273216,0.5688440986854516,1,79,0,True,True,False,False,True,False,False,False
No,4285,0.0,434.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,4285.0,0.10125991600559962,1,71,1,True,False,False,True,False,True,False,False
No,2335,2440.77156811,182.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,4775.77156811,0.038101047413496264,1,65,1,False,False,False,False,False,True,False,False
No,2626,0.0,123.0,0.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,2626.0,0.04682146935668063,0,77,1,True,False,False,False,True,True,False,False
Yes,2428,0.0,235.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2428.0,0.09674763277068753,1,71,1,True,False,True,False,True,True,False,False
No,802,208.43311287,164.0,0.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,1010.4331128700001,0.1621461645987054,0,74,1,True,False,False,True,False,False,False,False
No,910,0.0,280.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,910.0,0.30735455543358947,1,66,0,False,False,False,False,True,False,False,False
No,150,768.88382397,196.0,0.0,Y,Planning to expand my small business operations. Business is booming right now.,918.88382397,0.21307038442540557,0,79,0,True,True,False,False,True,False,False,False
No,150,156.18228066,268.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,306.18228066,0.8724461561525799,1,74,0,True,False,False,True,False,False,False,False
No,5775,0.0,63.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,5775.0,0.010907202216066482,1,75,0,True,False,False,False,False,False,True,False
No,897,0.0,259.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,897.0,0.2884187082405345,0,74,1,True,False,False,False,True,False,False,False
No,493,0.0,208.0,1.0,Y,Investment in a new startup opportunity. Facing some financial stress currently.,493.0,0.42105263157894735,1,80,0,True,False,False,False,False,False,False,False
No,2260,0.0,167.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,2260.0,0.07386112339672711,1,74,1,True,False,False,False,True,True,False,False
No,6292,5142.54126931,9.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,11434.54126931,0.0007870200271283742,1,82,0,False,False,False,False,True,False,False,True
No,150,3296.48955449,386.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,3446.48955449,0.11196553141031994,1,71,1,True,True,False,False,True,True,False,False
No,639,0.0,242.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,639.0,0.378125,1,88,0,True,False,False,True,False,False,False,False
No,150,0.0,332.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,2.198675496688742,1,74,0,False,False,False,False,False,False,False,False
No,150,0.0,242.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,150.0,1.6026490066225165,1,65,1,True,False,False,False,False,False,False,False
No,150,24.28530588,154.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,174.28530588,0.8785676541844764,1,77,1,True,False,False,True,False,False,False,False
No,735,0.0,138.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,735.0,0.1875,1,80,1,True,True,False,False,True,False,False,False
No,3688,0.0,238.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,3688.0,0.06451612903225806,1,71,0,True,False,False,False,True,True,False,False
No,3139,0.0,154.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,3139.0,0.04904458598726115,1,85,1,True,True,False,False,True,True,False,False
No,150,31.18764261,121.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,181.18764261,0.6641504235225144,1,74,0,False,True,False,False,True,False,False,False
No,150,0.0,199.0,0.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,150.0,1.3178807947019868,0,72,1,True,True,False,True,False,False,False,False
No,14740,0.0,213.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,14740.0,0.014449494606878773,1,74,0,True,False,False,False,True,False,False,True
No,303,0.0,236.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,303.0,0.7763157894736842,0,88,0,True,False,False,True,False,False,False,False
No,2864,24.10831745,35.0,0.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2888.10831745,0.012114464448633717,0,72,1,True,False,False,True,False,True,False,False
Yes,1052,0.0,234.0,0.0,Y,Consolidating high-interest debts. I am very confident in repayment.,1052.0,0.2222222222222222,0,68,1,True,True,True,False,False,False,False,False
No,2576,236.22279381,119.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,2812.22279381,0.042300240230471076,1,79,0,True,False,False,True,False,True,False,False
No,2286,0.0,195.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,2286.0,0.08526453869698294,1,85,1,False,False,False,False,False,True,False,False
No,1474,2009.49337551,385.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,3483.49337551,0.1104895198555659,1,65,1,True,False,False,True,False,True,False,False
No,150,0.0,203.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.3443708609271523,1,74,0,True,False,False,False,True,False,False,False
No,415,0.0,244.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,415.0,0.5865384615384616,1,88,0,True,False,False,False,True,False,False,False
No,3853,0.0,243.0,1.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,3853.0,0.06305137519460301,1,74,1,True,False,False,False,True,True,False,False
No,3401,0.0,213.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,3401.0,0.06261022927689594,1,80,1,True,True,False,False,True,True,False,False
Yes,150,3.90915795,218.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,153.90915795,1.40727638626997,1,74,0,True,False,True,False,True,False,False,False
Yes,8399,149.79244246,234.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,8548.79244246,0.02736908545731574,1,71,1,True,True,True,True,False,False,True,False
No,7660,0.0,239.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,7660.0,0.031196971674716096,1,71,1,False,False,False,False,True,False,True,False
No,6669,0.0,174.0,1.0,N,Urgent medical expenses covered by loan. I might struggle slightly initially.,6669.0,0.02608695652173913,1,77,1,True,False,False,True,False,False,True,False
No,4573,0.0,176.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,4573.0,0.038478355924792304,1,85,1,True,False,False,False,True,True,False,False
No,2664,0.0,164.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,2664.0,0.06153846153846154,1,77,1,True,False,False,True,False,True,False,False
Yes,6451,0.0,189.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,6451.0,0.029293242405455673,1,71,0,True,False,True,False,False,False,True,False
No,2887,0.0,134.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,2887.0,0.046398891966759004,1,74,0,True,True,False,True,False,True,False,False
Yes,5586,0.0,132.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,5586.0,0.023626275281904422,1,74,0,True,False,True,False,False,False,True,False
No,837,0.0,125.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,837.0,0.14916467780429593,1,79,0,False,True,False,True,False,False,False,False
No,150,288.06751952,143.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,438.06751952,0.32569022677043225,1,77,1,True,True,False,False,True,False,False,False
No,4061,8292.36870477,122.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,12353.36870477,0.009875049297573255,1,77,1,False,False,False,False,False,False,False,True
Yes,1406,1924.71366633,138.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,3330.71366633,0.041420126043427936,1,71,0,True,False,True,False,True,True,False,False
No,3955,0.0,188.0,1.0,N,I need to renovate my house immediately. Facing some financial stress currently.,3955.0,0.047522750252780584,1,80,0,True,False,False,True,False,True,False,False
No,412,0.0,221.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,412.0,0.5351089588377724,1,77,1,True,False,False,False,True,False,False,False
No,5250,0.0,141.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,5250.0,0.0268520281851076,1,77,1,True,False,False,True,False,False,True,False
No,4062,2765.36370706,9.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,6827.36370706,0.0013180317256233285,1,79,0,True,False,False,True,False,False,True,False
No,3094,0.0,173.0,1.0,N,Consolidating high-interest debts. Business is booming right now.,3094.0,0.055896607431340874,1,65,1,True,False,False,False,True,True,False,False
Yes,771,0.0,363.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,771.0,0.47020725388601037,1,68,1,False,False,True,False,False,False,False,False
No,3232,0.0,407.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,3232.0,0.12588926693473554,1,72,1,True,True,False,False,True,True,False,False
Yes,1228,0.0,229.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1228.0,0.18633034987794955,1,82,0,False,False,True,True,False,False,False,False
No,387,0.0,151.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,387.0,0.38917525773195877,1,80,0,True,False,False,False,False,False,False,False
No,4987,0.0,202.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,4987.0,0.0404971932638332,1,65,1,True,False,False,False,True,True,False,False
No,4618,0.0,358.0,1.0,Y,Buying a new car for daily commute. I am very confident in repayment.,4618.0,0.07750595366962545,1,69,0,True,False,False,False,False,True,False,False
No,4745,0.0,214.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,4745.0,0.04509060261272651,1,71,1,True,False,False,False,True,True,False,False
No,150,0.0,270.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,150.0,1.7880794701986755,0,88,0,True,False,False,False,False,False,False,False
No,1471,7.17609138,105.0,0.0,N,Buying a new car for daily commute. Facing some financial stress currently.,1478.17609138,0.07098546319934097,0,75,0,True,False,False,False,False,False,False,False
No,4338,0.0,227.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,4338.0,0.05231620188983637,1,79,0,True,True,False,False,True,True,False,False
No,3012,664.11443073,221.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,3676.11443073,0.06010147471971002,1,88,0,False,False,False,False,True,True,False,False
Yes,4239,0.0,225.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,4239.0,0.05306603773584906,1,77,1,True,False,True,True,False,True,False,False
Yes,2492,0.0,197.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,2492.0,0.07902125952667469,1,71,1,True,True,True,True,False,True,False,False
No,150,0.0,9.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,0.059602649006622516,1,80,0,True,True,False,False,False,False,False,False
No,568,0.0,150.0,1.0,Y,I need to renovate my house immediately. Business is booming right now.,568.0,0.26362038664323373,1,71,0,True,True,False,False,True,False,False,False
No,584,2880.95561588,101.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,3464.95561588,0.02914059243495427,1,77,1,True,False,False,False,True,True,False,False
Yes,643,428.76146653,236.0,1.0,Y,Investment in a new startup opportunity. Business is booming right now.,1071.76146653,0.21999298759618544,1,71,0,True,True,True,False,True,False,False,False
No,5272,0.0,252.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,5272.0,0.04779063151905936,1,74,0,True,False,False,False,True,False,True,False
No,567,0.0,134.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,567.0,0.23591549295774647,1,80,1,True,False,False,False,True,False,False,False
No,150,8436.23705295,243.0,0.0,N,Buying a new car for daily commute. Facing some financial stress currently.,8586.23705295,0.028297809703124645,0,75,0,False,False,False,False,False,False,True,False
No,696,0.0,148.0,0.0,N,Planning to expand my small business operations. I might struggle slightly initially.,696.0,0.21233859397417504,0,85,1,False,False,False,False,False,False,False,False
No,3377,0.0,215.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,3377.0,0.06364712847838958,1,80,0,True,True,False,False,True,True,False,False
Yes,5224,403.14014179,214.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,5627.14014179,0.03802321808069592,1,77,1,True,True,True,True,False,False,True,False
Yes,3761,167.15899084,179.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,3928.15899084,0.04555682282577531,1,88,0,True,True,True,True,False,True,False,False
No,652,714.78879344,168.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,1366.78879344,0.12282598074040263,0,66,0,True,False,False,False,True,False,False,False
No,150,2896.30189136,244.0,1.0,N,Consolidating high-interest debts. Facing some financial stress currently.,3046.30189136,0.08007083272314174,1,74,1,True,False,False,True,False,True,False,False
Yes,4375,0.0,400.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,4375.0,0.09140767824497258,1,82,0,False,False,True,False,True,True,False,False
No,2110,298.42607111,163.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2408.42607111,0.06765096549524237,1,72,1,True,False,False,False,True,True,False,False
No,2338,0.0,249.0,0.0,Y,Buying a new car for daily commute. I am very confident in repayment.,2338.0,0.10645575032064986,0,69,0,False,False,False,True,False,True,False,False
No,2577,0.0,126.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,2577.0,0.048875096974398756,1,68,1,True,False,False,False,False,True,False,False
Yes,2680,278.54316538,81.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,2958.54316538,0.027369088901124286,1,68,1,True,False,True,False,True,True,False,False
Yes,299,0.0,296.0,0.0,N,Planning to expand my small business operations. Business is booming right now.,299.0,0.9866666666666667,0,79,0,True,True,True,False,True,False,False,False
No,2977,0.0,118.0,0.0,Y,I need to renovate my house immediately. Business is booming right now.,2977.0,0.039623908663532575,0,71,0,True,True,False,False,True,True,False,False
No,156,0.0,238.0,1.0,N,Planning to expand my small business operations. Business is booming right now.,156.0,1.515923566878981,1,79,0,True,True,False,False,True,False,False,False
No,7527,0.0,225.0,1.0,N,I need to renovate my house immediately. I am very confident in repayment.,7527.0,0.029888416578108395,1,74,0,True,False,False,True,False,False,True,False
No,2156,0.0,132.0,1.0,Y,Buying a new car for daily commute. Business is booming right now.,2156.0,0.061196105702364396,1,66,0,True,False,False,True,False,True,False,False
No,150,4756.91012409,183.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,4906.91012409,0.03728674636924631,1,85,1,True,False,False,False,True,True,False,False
No,703,0.0,95.0,0.0,Y,I need to renovate my house immediately. I am very confident in repayment.,703.0,0.13494318181818182,0,74,0,True,False,False,True,False,False,False,False
No,8572,714.14067748,159.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,9286.14067748,0.017120447026882285,1,77,1,True,False,False,False,False,False,True,False
No,621,1050.25455002,354.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,1671.25455002,0.2116902597130121,1,77,1,True,True,False,False,False,False,False,False
No,2964,0.0,469.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,2964.0,0.1581787521079258,1,71,1,True,False,False,False,False,True,False,False
Yes,150,0.0,84.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,150.0,0.5562913907284768,1,71,1,True,False,True,False,True,False,False,False
No,1262,0.0,248.0,1.0,N,Planning to expand my small business operations. I am very confident in repayment.,1262.0,0.19635787806809185,1,82,0,True,True,False,True,False,False,False,False
No,150,0.0,205.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,150.0,1.3576158940397351,1,74,1,True,False,False,False,True,False,False,False
No,150,1609.51429134,243.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,1759.51429134,0.13802784856409356,1,88,0,True,False,False,False,False,False,False,False
No,150,768.38545486,66.0,1.0,N,Urgent medical expenses covered by loan. Business is booming right now.,918.38545486,0.07178708304674038,1,71,1,True,True,False,False,True,False,False,False
No,4509,0.0,244.0,0.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,4509.0,0.0541019955654102,0,74,1,True,True,False,True,False,True,False,False
No,9579,0.0,600.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,9579.0,0.06263048016701461,1,65,1,True,False,False,False,True,False,True,False
Yes,1267,0.0,189.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,1267.0,0.14905362776025236,1,71,0,True,False,True,False,False,False,False,False
Yes,1022,0.0,56.0,1.0,Y,I need to renovate my house immediately. I might struggle slightly initially.,1022.0,0.05474095796676442,1,77,1,True,False,True,False,False,False,False,False
No,502,1640.30700677,192.0,1.0,N,Consolidating high-interest debts. I am very confident in repayment.,2142.30700677,0.08958119363839866,1,68,1,True,True,False,False,True,True,False,False
No,569,0.0,222.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,569.0,0.3894736842105263,1,85,1,True,False,False,True,False,False,False,False
No,10396,133.31410697,108.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,10529.31410697,0.010256104319672188,1,74,0,True,True,False,True,False,False,False,True
No,1111,0.0,243.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,1111.0,0.2185251798561151,0,88,0,False,True,False,False,True,False,False,False
No,150,1729.3637979,231.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,1879.3637979,0.12284856805793751,1,71,1,True,False,False,True,False,False,False,False
No,4792,0.0,174.0,0.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,4792.0,0.03630294179011058,0,77,1,True,False,False,True,False,True,False,False
No,597,0.0,215.0,1.0,N,I need to renovate my house immediately. I might struggle slightly initially.,597.0,0.3595317725752508,1,77,1,True,False,False,False,False,False,False,False
No,690,2962.81278537,181.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,3652.81278537,0.0495372945008925,1,72,1,True,True,False,True,False,True,False,False
No,164,85.19211588,82.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,249.19211588000002,0.32774813751257365,1,71,1,True,False,False,True,False,False,False,False
No,450,232.18762026,283.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,682.18762026,0.41423467230319394,1,77,1,True,False,False,False,True,False,False,False
Yes,150,0.0,250.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,1.6556291390728477,1,77,1,True,True,True,False,True,False,False,False
No,150,0.0,164.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,150.0,1.086092715231788,1,80,0,True,False,False,False,True,False,False,False
No,4175,0.0,115.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,4175.0,0.02753831417624521,1,74,0,True,False,False,True,False,True,False,False
No,313,1961.60192689,259.0,1.0,Y,Buying a new car for daily commute. I might struggle slightly initially.,2274.60192689,0.11381604002856857,1,72,1,True,False,False,True,False,True,False,False
No,1019,848.61321907,186.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,1867.61321907,0.0995390582180358,0,88,0,True,False,False,False,False,False,False,False
No,3772,120.0473503,160.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,3892.0473503,0.04109890931269314,1,77,1,True,False,False,True,False,True,False,False
No,150,0.0,196.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,150.0,1.2980132450331126,1,74,0,True,True,False,False,False,False,False,False
No,596,0.0,412.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,596.0,0.6901172529313233,1,80,1,True,False,False,True,False,False,False,False
Yes,150,0.0,135.0,0.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,150.0,0.8940397350993378,0,88,0,True,False,True,False,True,False,False,False
No,3309,0.0,191.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,3309.0,0.05770392749244713,1,74,0,False,True,False,True,False,True,False,False
No,1290,0.0,118.0,1.0,Y,Planning to expand my small business operations. I am very confident in repayment.,1290.0,0.09140201394268009,1,82,0,True,True,False,True,False,False,False,False
No,1931,1271.38333321,325.0,1.0,Y,Consolidating high-interest debts. Business is booming right now.,3202.3833332100003,0.10145523223233127,1,65,1,False,False,False,True,False,True,False,False
No,3387,0.0,177.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,3387.0,0.052243211334120424,1,77,1,True,True,False,False,True,True,False,False
No,6323,0.0,214.0,0.0,Y,Consolidating high-interest debts. Business is booming right now.,6323.0,0.033839342188488296,0,65,1,True,False,False,True,False,False,True,False
No,5531,0.0,176.0,1.0,Y,Urgent medical expenses covered by loan. Facing some financial stress currently.,5531.0,0.03181489515545915,1,80,1,True,False,False,True,False,False,True,False
No,150,0.0,223.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.4768211920529801,1,68,1,True,True,False,True,False,False,False,False
No,150,0.0,167.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.1059602649006623,1,68,1,True,True,False,False,False,False,False,False
No,150,3202.02358351,225.0,1.0,Y,Consolidating high-interest debts. Facing some financial stress currently.,3352.02358351,0.06710361391626905,1,74,1,False,False,False,True,False,True,False,False
No,942,0.0,174.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,942.0,0.18451749734888653,1,75,0,True,False,False,True,False,False,False,False
No,450,0.0,200.0,0.0,Y,Urgent medical expenses covered by loan. I am very confident in repayment.,450.0,0.4434589800443459,0,74,1,True,True,False,False,False,False,False,False
No,150,0.0,203.0,1.0,Y,Consolidating high-interest debts. I am very confident in repayment.,150.0,1.3443708609271523,1,68,1,True,True,False,False,False,False,False,False
Yes,5716,3590.50210932,225.0,1.0,Y,I need to renovate my house immediately. Facing some financial stress currently.,9306.50210932,0.024174047704453153,1,80,0,True,False,True,True,False,False,True,False
Yes,8888,0.0,231.0,0.0,N,Buying a new car for daily commute. I might struggle slightly initially.,8888.0,0.025987175160310495,0,72,1,True,True,True,True,False,False,True,False
No,6561,3480.9041896,406.0,0.0,N,Investment in a new startup opportunity. Business is booming right now.,10041.9041896,0.040426553149878315,0,71,0,True,False,False,True,False,False,False,True
No,2981,0.0,131.0,1.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,2981.0,0.04393024815560027,1,71,1,True,True,False,True,False,True,False,False
No,1108,0.0,153.0,1.0,N,Investment in a new startup opportunity. Business is booming right now.,1108.0,0.13796212804328223,1,71,0,True,False,False,False,False,False,False,False
No,3148,0.0,145.0,1.0,Y,Consolidating high-interest debts. I might struggle slightly initially.,3148.0,0.046046363925055574,1,71,1,False,False,False,False,False,True,False,False
No,2196,0.0,414.0,0.0,Y,Buying a new car for daily commute. Business is booming right now.,2196.0,0.18843878015475649,0,66,0,True,False,False,False,True,True,False,False
No,150,0.0,119.0,1.0,Y,Planning to expand my small business operations. I might struggle slightly initially.,150.0,0.7880794701986755,1,85,1,True,False,False,False,True,False,False,False
No,2362,0.0,213.0,1.0,N,I need to renovate my house immediately. Business is booming right now.,2362.0,0.09013965298349556,1,71,0,True,False,False,False,True,True,False,False
No,658,0.0,227.0,1.0,Y,Investment in a new startup opportunity. I might struggle slightly initially.,658.0,0.34446130500758726,1,77,1,True,True,False,False,False,False,False,False
No,1245,1825.9100094,169.0,0.0,Y,Urgent medical expenses covered by loan. Business is booming right now.,3070.9100094,0.055014632421803523,0,71,1,False,True,False,True,False,True,False,False
No,7129,6003.21893033,133.0,0.0,Y,Buying a new car for daily commute. Facing some financial stress currently.,13132.21893033,0.010126991768396425,0,75,0,True,False,False,False,True,False,False,True
Yes,4717,0.0,217.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,4717.0,0.04599406528189911,1,79,0,True,False,True,False,True,True,False,False
Yes,3031,0.0,269.0,1.0,Y,Urgent medical expenses covered by loan. I might struggle slightly initially.,3031.0,0.0887203166226913,1,77,1,True,False,True,False,False,True,False,False
No,8087,289.91847219,164.0,0.0,N,Consolidating high-interest debts. I might struggle slightly initially.,8376.91847219,0.019575268074568667,0,71,1,True,True,False,False,False,False,True,False
No,6572,244.71312637,259.0,1.0,N,Urgent medical expenses covered by loan. I am very confident in repayment.,6816.71312637,0.03798927810532578,1,74,1,True,True,False,True,False,False,True,False
No,154,1295.96206223,206.0,0.0,N,Buying a new car for daily commute. Business is booming right now.,1449.96206223,0.14197476651001908,0,66,0,True,False,False,False,True,False,False,False
No,845,2874.50178984,267.0,0.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,3719.50178984,0.07176451325171444,0,74,0,True,False,False,False,True,True,False,False
No,678,0.0,112.0,1.0,N,Planning to expand my small business operations. Facing some financial stress currently.,678.0,0.16494845360824742,1,88,0,True,False,False,True,False,False,False,False
No,2575,0.0,253.0,0.0,Y,Investment in a new startup opportunity. Business is booming right now.,2575.0,0.09821428571428571,0,71,0,False,False,False,False,False,True,False,False
No,1165,1928.89475025,421.0,0.0,N,Consolidating high-interest debts. Business is booming right now.,3093.89475025,0.1360304740463282,0,65,1,True,False,False,False,False,True,False,False
No,150,0.0,217.0,1.0,Y,Investment in a new startup opportunity. I am very confident in repayment.,150.0,1.4370860927152318,1,74,0,False,False,False,False,True,False,False,False
No,4220,0.0,184.0,1.0,Y,Planning to expand my small business operations. Facing some financial stress currently.,4220.0,0.04359156597962568,1,88,0,True,True,False,False,True,True,False,False
No,150,86.28337141,169.0,1.0,Y,Planning to expand my small business operations. Business is booming right now.,236.28337141,0.7122285855757936,1,79,0,True,False,False,True,False,False,False,False
Yes,282,99.58469086,185.0,1.0,N,Investment in a new startup opportunity. Facing some financial stress currently.,381.58469086,0.4835530652942342,1,80,0,True,False,True,False,False,False,False,False
Yes,150,0.0,258.0,1.0,N,Investment in a new startup opportunity. I might struggle slightly initially.,150.0,1.7086092715231789,1,77,1,True,True,True,False,True,False,False,False
Yes,1484,1247.86066363,132.0,1.0,N,Buying a new car for daily commute. Business is booming right now.,2731.86066363,0.04830103552541432,1,66,0,True,False,True,False,True,True,False,False
No,413,0.0,221.0,1.0,N,Buying a new car for daily commute. Facing some financial stress currently.,413.0,0.533816425120773,1,75,0,True,False,False,True,False,False,False,False
No,894,0.0,181.0,0.0,N,I need to renovate my house immediately. I am very confident in repayment.,894.0,0.2022346368715084,0,74,0,False,False,False,False,True,False,False,False
No,989,0.0,41.0,1.0,Y,I need to renovate my house immediately. I am very confident in repayment.,989.0,0.04141414141414142,1,74,0,False,False,False,False,True,False,False,False
